epoch,step,train/first_centroids_norm_epoch,train/first_centroids_norm_step,train/first_residuals_norm_ratio_epoch,train/first_residuals_norm_ratio_step,train/frac_unique_ids_epoch,train/frac_unique_ids_step,train/last_centroids_norm_epoch,train/last_centroids_norm_step,train/last_residuals_norm_ratio_epoch,train/last_residuals_norm_ratio_step,train/layer_0/frac_layer_coverages_epoch,train/layer_0/frac_layer_coverages_step,train/layer_0/id_entropy_epoch,train/layer_0/id_entropy_step,train/layer_1/frac_layer_coverages_epoch,train/layer_1/frac_layer_coverages_step,train/layer_1/id_entropy_epoch,train/layer_1/id_entropy_step,train/layer_2/frac_layer_coverages_epoch,train/layer_2/frac_layer_coverages_step,train/layer_2/id_entropy_epoch,train/layer_2/id_entropy_step,train/layer_3/frac_layer_coverages_epoch,train/layer_3/frac_layer_coverages_step,train/layer_3/id_entropy_epoch,train/layer_3/id_entropy_step,train/loss_epoch,train/loss_step,train/mse_epoch,train/mse_step,train/quantization_loss_epoch,train/quantization_loss_step,train/reconstruction_loss_epoch,train/reconstruction_loss_step
0,9,,16.0,,0.4003172814846039,,0.10791015625,,0.0,,0.7355377078056335,,0.86328125,,4.937333583831787,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.9573962092399597,,0.00048828122089616954,,0.9573962092399597,,0.0
0,19,,14.841902732849121,,0.2965889573097229,,0.10498046875,,0.0,,0.7420151233673096,,0.83984375,,4.94752311706543,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.4052736759185791,,0.00048828122089616954,,0.4052736759185791,,0.0
0,29,,14.845916748046875,,0.30481526255607605,,0.0859375,,0.0,,0.7243607044219971,,0.6875,,4.715127944946289,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.20131775736808777,,0.00048828122089616954,,0.20131775736808777,,0.0
0,39,,14.849639892578125,,0.30621692538261414,,0.7578125,,0.0,,0.7237993478775024,,0.703125,,4.740077018737793,,0.9921875,,5.241063117980957,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,9.782638549804688,,0.0004882813082076609,,9.782638549804688,,0.0
0,49,,14.849639892578125,,0.30029118061065674,,0.7724609375,,0.0,,0.7329246997833252,,0.7890625,,4.956022262573242,,0.74609375,,4.872886657714844,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,2.102334976196289,,0.00048828122089616954,,2.102334976196289,,0.0
0,59,,14.849639892578125,,0.30032554268836975,,0.7998046875,,0.0,,0.73829585313797,,0.79296875,,4.972689151763916,,0.62890625,,4.685799598693848,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.8801349997520447,,0.00048828122089616954,,0.8801349997520447,,0.0
0,69,,14.849639892578125,,0.30023065209388733,,0.9658203125,,0.0,,0.7368590831756592,,0.79296875,,4.962024688720703,,0.6484375,,4.719664573669434,,0.984375,,5.325470924377441,,0.00390625,,1.1920930376163597e-07,,7.677079677581787,,0.00048828122089616954,,7.677079677581787,,0.0
0,79,,14.849639892578125,,0.3125784695148468,,0.91943359375,,0.0,,0.7316221594810486,,0.72265625,,4.697432518005371,,0.8359375,,5.004457950592041,,0.73046875,,4.749083518981934,,0.00390625,,1.1920930376163597e-07,,2.2027716636657715,,0.00048828122089616954,,2.2027716636657715,,0.0
0,89,,14.849639892578125,,0.3065730631351471,,0.91162109375,,0.0,,0.7329504489898682,,0.734375,,4.894680976867676,,0.7578125,,4.9289140701293945,,0.63671875,,4.707769393920898,,0.00390625,,1.1920930376163597e-07,,2.3912954330444336,,0.00048828122089616954,,2.3912954330444336,,0.0
0,99,,14.849639892578125,,0.30553966760635376,,0.95703125,,16.0,,0.9369204640388489,,0.73046875,,4.863489627838135,,0.765625,,4.9190449714660645,,0.63671875,,4.714582443237305,,0.98828125,,5.380616188049316,,17.060346603393555,,0.0008014535997062922,,17.060346603393555,,0.0
0,109,,14.849639892578125,,0.29725292325019836,,0.97021484375,,7.598010063171387,,0.7065584063529968,,0.83203125,,5.010717391967773,,0.66796875,,4.775504112243652,,0.91015625,,5.0370192527771,,0.73046875,,4.666182994842529,,5.440873146057129,,0.00045253062853589654,,5.440873146057129,,0.0
0,119,,14.849639892578125,,0.29755517840385437,,0.97412109375,,7.714352130889893,,0.7187139391899109,,0.79296875,,4.880405902862549,,0.64453125,,4.714466571807861,,0.71875,,4.808606147766113,,0.58984375,,4.526517868041992,,1.223211407661438,,0.00045599223813042045,,1.223211407661438,,0.0
0,127,13.421621322631836,,0.333171546459198,,0.641284167766571,,1.5656181573867798,,0.7488115429878235,,0.744140625,,4.645537376403809,,0.5306640863418579,,3.427943468093872,,0.3636718690395355,,2.2288880348205566,,0.16855469346046448,,0.9995646476745605,,16.433624267578125,,0.0005107525503262877,,16.433624267578125,,0.0,
