epoch,step,test/loss,test/ndcg@10,test/ndcg@5,test/recall@10,test/recall@5,train/loss_epoch,train/loss_step,val/loss,val/ndcg@10,val/ndcg@5,val/recall@10,val/recall@5
0,99,,,,,,,20.157804489135742,,,,,
0,199,,,,,,,18.821685791015625,,,,,
0,299,,,,,,,16.508460998535156,,,,,
0,399,,,,,,,16.354618072509766,,,,,
0,499,,,,,,,11.578585624694824,,,,,
0,599,,,,,,,13.225814819335938,,,,,
0,699,,,,,,,16.016799926757812,,,,,
0,799,,,,,,,13.787437438964844,,,,,
0,899,,,,,,,14.174333572387695,,,,,
0,999,,,,,,,12.838824272155762,,,,,
0,999,,,,,,,,13.435752868652344,0.001526211271993816,0.0007270911009982228,0.00390625,0.0015625000232830644
0,1099,,,,,,,12.384851455688477,,,,,
0,1199,,,,,,,10.973033905029297,,,,,
0,1299,,,,,,,9.752904891967773,,,,,
0,1399,,,,,,,13.546911239624023,,,,,
0,1499,,,,,,,12.560912132263184,,,,,
0,1599,,,,,,,11.437156677246094,,,,,
0,1699,,,,,,,9.15607738494873,,,,,
0,1799,,,,,,,9.613396644592285,,,,,
0,1899,,,,,,,11.151551246643066,,,,,
0,1999,,,,,,,8.878105163574219,,,,,
0,1999,,,,,,,,11.841343879699707,0.0063146380707621574,0.005833001341670752,0.00937500037252903,0.0078125
0,2099,,,,,,,11.93659496307373,,,,,
0,2199,,,,,,,11.408117294311523,,,,,
0,2299,,,,,,,10.89753532409668,,,,,
0,2399,,,,,,,10.569071769714355,,,,,
0,2499,,,,,,,9.619077682495117,,,,,
0,2599,,,,,,,9.337322235107422,,,,,
0,2699,,,,,,,8.229606628417969,,,,,
0,2799,,,,,,,11.381126403808594,,,,,
0,2899,,,,,,,10.916979789733887,,,,,
0,2999,,,,,,,10.865251541137695,,,,,
0,2999,,,,,,,,10.614748001098633,0.00897358451038599,0.006713736802339554,0.01953125,0.012500000186264515
0,3099,,,,,,,7.82087516784668,,,,,
0,3199,,,,,,,8.392227172851562,,,,,
0,3299,,,,,,,8.984469413757324,,,,,
0,3399,,,,,,,7.802098274230957,,,,,
0,3499,,,,,,,10.733380317687988,,,,,
0,3599,,,,,,,10.564220428466797,,,,,
0,3699,,,,,,,9.94023609161377,,,,,
0,3799,,,,,,,8.435623168945312,,,,,
0,3899,,,,,,,8.617090225219727,,,,,
0,3999,,,,,,,8.617483139038086,,,,,
0,3999,,,,,,,,10.484423637390137,0.015254875645041466,0.01297440379858017,0.02578124962747097,0.01875000074505806
0,4099,,,,,,,7.516487121582031,,,,,
0,4199,,,,,,,10.501839637756348,,,,,
0,4299,,,,,,,10.022249221801758,,,,,
0,4399,,,,,,,9.184334754943848,,,,,
0,4499,,,,,,,9.900605201721191,,,,,
0,4599,,,,,,,9.395358085632324,,,,,
0,4699,,,,,,,7.510693550109863,,,,,
0,4799,,,,,,,7.1652302742004395,,,,,
0,4899,,,,,,,10.254575729370117,,,,,
0,4999,,,,,,,10.022741317749023,,,,,
0,4999,,,,,,,,10.21667766571045,0.011850954964756966,0.009835511445999146,0.02187499962747097,0.015625
0,5099,,,,,,,9.668744087219238,,,,,
0,5199,,,,,,,9.306171417236328,,,,,
0,5299,,,,,,,8.09764289855957,,,,,
0,5399,,,,,,,7.175467014312744,,,,,
0,5499,,,,,,,6.7772135734558105,,,,,
0,5599,,,,,,,9.557843208312988,,,,,
0,5699,,,,,,,9.896470069885254,,,,,
0,5799,,,,,,,9.302457809448242,,,,,
0,5899,,,,,,,8.635004997253418,,,,,
0,5999,,,,,,,8.54859447479248,,,,,
0,5999,,,,,,,,9.931516647338867,0.010495895519852638,0.006668410263955593,0.02109375037252903,0.00937500037252903
0,6099,,,,,,,7.22733211517334,,,,,
0,6199,,,,,,,6.048177719116211,,,,,
0,6299,,,,,,,9.976325035095215,,,,,
0,6399,,,,,,,9.402944564819336,,,,,
0,6499,,,,,,,9.556294441223145,,,,,
0,6599,,,,,,,8.935649871826172,,,,,
0,6699,,,,,,,8.474103927612305,,,,,
0,6799,,,,,,,7.933074951171875,,,,,
0,6899,,,,,,,5.862219333648682,,,,,
0,6999,,,,,,,9.447577476501465,,,,,
0,6999,,,,,,,,9.816740036010742,0.02579653635621071,0.01736108586192131,0.05156249925494194,0.02578124962747097
0,7099,,,,,,,9.529277801513672,,,,,
0,7199,,,,,,,6.997535705566406,,,,,
0,7299,,,,,,,8.702803611755371,,,,,
0,7399,,,,,,,6.262247562408447,,,,,
0,7499,,,,,,,7.297349452972412,,,,,
0,7599,,,,,,,6.054233551025391,,,,,
0,7699,,,,,,,9.01353931427002,,,,,
0,7799,,,,,,,9.284200668334961,,,,,
0,7899,,,,,,,8.639771461486816,,,,,
0,7999,,,,,,,9.099699020385742,,,,,
0,7999,,,,,,,,9.469464302062988,0.027368534356355667,0.02135292813181877,0.05234374850988388,0.03359375149011612
0,8099,,,,,,,7.1638360023498535,,,,,
0,8199,,,,,,,7.761930465698242,,,,,
0,8299,,,,,,,9.758842468261719,,,,,
0,8399,,,,,,,9.63003921508789,,,,,
0,8499,,,,,,,9.317825317382812,,,,,
0,8599,,,,,,,8.733817100524902,,,,,
0,8699,,,,,,,8.53476619720459,,,,,
0,8799,,,,,,,8.233072280883789,,,,,
0,8899,,,,,,,7.142205715179443,,,,,
0,8999,,,,,,,10.031733512878418,,,,,
0,8999,,,,,,,,9.336642265319824,0.033442821353673935,0.026972100138664246,0.06171875074505806,0.04140625149011612
0,9099,,,,,,,9.547948837280273,,,,,
0,9199,,,,,,,8.750551223754883,,,,,
0,9299,,,,,,,6.887310981750488,,,,,
0,9399,,,,,,,6.967891216278076,,,,,
0,9499,,,,,,,8.545445442199707,,,,,
0,9599,,,,,,,6.942150592803955,,,,,
0,9699,,,,,,,9.727997779846191,,,,,
0,9799,,,,,,,9.540154457092285,,,,,
0,9899,,,,,,,8.847564697265625,,,,,
0,9999,,,,,,,9.036189079284668,,,,,
0,9999,,,,,,,,9.420123100280762,0.018748339265584946,0.014191605150699615,0.03750000149011612,0.0234375
0,10099,,,,,,,7.465099811553955,,,,,
0,10199,,,,,,,7.624012470245361,,,,,
0,10299,,,,,,,7.160460472106934,,,,,
0,10399,,,,,,,9.369807243347168,,,,,
0,10499,,,,,,,9.009404182434082,,,,,
0,10599,,,,,,,8.743322372436523,,,,,
0,10699,,,,,,,6.579356670379639,,,,,
0,10799,,,,,,,7.55523681640625,,,,,
0,10899,,,,,,,7.622760772705078,,,,,
0,10999,,,,,,,6.593868255615234,,,,,
0,10999,,,,,,,,9.22945785522461,0.03360994905233383,0.026326972991228104,0.06484375149011612,0.04218750074505806
0,11099,,,,,,,9.486254692077637,,,,,
0,11199,,,,,,,9.016279220581055,,,,,
0,11299,,,,,,,8.805160522460938,,,,,
0,11399,,,,,,,7.316324234008789,,,,,
0,11499,,,,,,,7.357025146484375,,,,,
0,11599,,,,,,,7.211917877197266,,,,,
0,11699,,,,,,,6.576140403747559,,,,,
0,11799,,,,,,,9.853372573852539,,,,,
0,11899,,,,,,,9.145609855651855,,,,,
0,11999,,,,,,,8.225239753723145,,,,,
0,11999,,,,,,,,9.041773796081543,0.021346136927604675,0.014520208351314068,0.04531250149011612,0.02421874925494194
0,12099,,,,,,,8.774199485778809,,,,,
0,12199,,,,,,,8.452399253845215,,,,,
0,12299,,,,,,,6.267733097076416,,,,,
0,12399,,,,,,,6.374017238616943,,,,,
0,12499,,,,,,,9.103238105773926,,,,,
0,12599,,,,,,,9.174283027648926,,,,,
0,12699,,,,,,,8.155315399169922,,,,,
0,12799,,,,,,,8.387686729431152,,,,,
0,12899,,,,,,,7.108096599578857,,,,,
0,12999,,,,,,,6.536021709442139,,,,,
0,12999,,,,,,,,8.938089370727539,0.04292896389961243,0.03571445494890213,0.07734374701976776,0.05546874925494194
0,13099,,,,,,,5.854864120483398,,,,,
0,13199,,,,,,,9.035898208618164,,,,,
0,13299,,,,,,,9.437949180603027,,,,,
0,13399,,,,,,,8.803448677062988,,,,,
0,13499,,,,,,,8.274797439575195,,,,,
0,13599,,,,,,,7.985489368438721,,,,,
0,13699,,,,,,,5.694332599639893,,,,,
0,13799,,,,,,,5.727440357208252,,,,,
0,13899,,,,,,,8.967536926269531,,,,,
0,13999,,,,,,,8.935144424438477,,,,,
0,13999,,,,,,,,8.835412979125977,0.042070381343364716,0.03024848736822605,0.08828125149011612,0.05156249925494194
0,14099,,,,,,,8.672974586486816,,,,,
