user_id,position,item_id,split
363,0,7932,train
363,1,9478,train
363,2,8214,train
363,3,11561,train
363,4,6486,train
363,5,10835,train
363,6,9042,train
363,7,11820,train
363,8,4604,train
363,9,7413,train
363,10,1262,train
363,11,1312,train
363,12,1589,train
363,13,8185,train
363,14,11709,train
363,15,6731,train
363,16,6618,train
363,17,9411,train
363,18,10590,train
363,19,980,train
363,20,11206,train
363,21,11284,train
363,22,3813,train
363,23,10196,train
363,24,10530,train
363,25,426,train
363,26,214,train
363,27,3617,train
363,28,1271,train
363,29,9517,train
363,30,4555,train
363,31,8036,train
363,32,9776,train
363,33,8603,train
363,34,1450,train
363,35,1088,train
363,36,11155,train
363,37,8569,train
363,38,6637,train
363,39,431,train
363,40,6520,train
363,41,11819,train
363,42,10972,train
363,43,9562,train
363,44,10952,train
363,45,5870,train
363,46,10893,train
363,47,1192,train
363,48,6287,train
363,49,11938,train
363,50,1047,train
363,51,2747,train
363,52,10681,train
363,53,5182,train
363,54,11341,train
363,55,7768,train
363,56,6153,train
363,57,4465,train
363,58,8452,val
363,59,4511,test
278,0,98,train
278,1,5452,train
278,2,11477,train
278,3,6272,train
278,4,7448,train
278,5,4922,train
278,6,9118,train
278,7,9943,train
278,8,6637,train
278,9,11687,train
278,10,3370,train
278,11,2195,train
278,12,5570,train
278,13,4160,train
278,14,10788,train
278,15,11341,train
278,16,4684,train
278,17,9735,train
278,18,2389,train
278,19,10081,train
278,20,4685,train
278,21,3823,train
278,22,1845,train
278,23,4747,train
278,24,9740,train
278,25,5551,train
278,26,3112,train
278,27,89,train
278,28,6130,val
278,29,3038,test
106,0,6290,train
106,1,9504,train
106,2,6946,train
106,3,8185,train
106,4,9066,train
106,5,6520,train
106,6,5863,train
106,7,10110,train
106,8,8603,train
106,9,9175,train
106,10,3038,train
106,11,9490,train
106,12,11437,train
106,13,9129,train
106,14,1047,val
106,15,7994,test
114,0,5184,train
114,1,2295,train
114,2,9420,train
114,3,7675,train
114,4,3037,train
114,5,10989,train
114,6,1094,train
114,7,1561,train
114,8,6192,train
114,9,8246,val
114,10,4104,test
400,0,8796,train
400,1,2126,train
400,2,1986,train
400,3,948,train
400,4,11623,train
400,5,10055,train
400,6,8699,train
400,7,1777,train
400,8,10100,train
400,9,2732,train
400,10,9057,train
400,11,9462,train
400,12,3467,train
400,13,11598,train
400,14,1156,train
400,15,8782,train
400,16,4484,train
400,17,9629,train
400,18,838,train
400,19,1023,val
400,20,11581,test
350,0,7463,train
350,1,827,train
350,2,3744,train
350,3,547,train
350,4,6342,train
350,5,9827,train
350,6,7222,train
350,7,9781,train
350,8,7586,val
350,9,5254,test
92,0,2195,train
92,1,11820,train
92,2,860,train
92,3,6675,train
92,4,1079,train
92,5,4603,train
92,6,709,train
92,7,5785,train
92,8,10463,val
92,9,6613,test
186,0,5184,train
186,1,632,train
186,2,9735,train
186,3,7448,train
186,4,1132,train
186,5,5456,train
186,6,2745,train
186,7,4713,train
186,8,8716,val
186,9,5280,test
552,0,10551,train
552,1,8871,val
552,2,2388,test
366,0,1493,train
366,1,632,train
366,2,6306,train
366,3,6637,train
366,4,6820,train
366,5,5335,train
366,6,427,train
366,7,6981,train
366,8,9724,train
366,9,11505,val
366,10,11715,test
271,0,3974,train
271,1,7303,val
271,2,3303,test
299,0,8295,train
299,1,5754,train
299,2,9853,train
299,3,11050,train
299,4,4949,train
299,5,208,train
299,6,7858,train
299,7,2971,train
299,8,11396,val
299,9,2917,test
532,0,9478,train
532,1,6375,val
532,2,3734,test
259,0,10628,train
259,1,3138,train
259,2,7175,train
259,3,10580,train
259,4,11072,train
259,5,2704,train
259,6,1641,train
259,7,4919,train
259,8,9571,train
259,9,10692,train
259,10,7402,train
259,11,10893,train
259,12,1088,train
259,13,367,train
259,14,6886,train
259,15,1845,train
259,16,7459,train
259,17,7160,train
259,18,716,train
259,19,8603,train
259,20,9518,train
259,21,547,train
259,22,6595,train
259,23,11609,train
259,24,1900,train
259,25,11025,train
259,26,3550,train
259,27,5768,train
259,28,11333,train
259,29,11468,val
259,30,8699,test
657,0,4582,train
657,1,3974,train
657,2,552,train
657,3,83,train
657,4,11154,train
657,5,11708,train
657,6,2590,train
657,7,11625,train
657,8,3810,train
657,9,2389,train
657,10,3823,train
657,11,8106,train
657,12,10443,train
657,13,10836,train
657,14,11958,train
657,15,11617,train
657,16,4681,train
657,17,1407,val
657,18,7680,test
122,0,9735,train
122,1,4239,train
122,2,1262,train
122,3,2145,train
122,4,5184,train
122,5,4465,train
122,6,1062,train
122,7,3977,train
122,8,8838,val
122,9,2126,test
153,0,9735,train
153,1,4219,train
153,2,1693,train
153,3,7926,train
153,4,4765,train
153,5,5232,train
153,6,742,train
153,7,567,train
153,8,8722,train
153,9,9841,train
153,10,3892,train
153,11,4555,val
153,12,4278,test
540,0,10177,train
540,1,420,train
540,2,7402,train
540,3,1730,train
540,4,1207,train
540,5,10296,train
540,6,7994,train
540,7,10257,train
540,8,10449,train
540,9,10576,train
540,10,8487,train
540,11,10519,train
540,12,5401,val
540,13,9376,test
339,0,11309,train
339,1,8091,train
339,2,162,train
339,3,4747,val
339,4,1898,test
640,0,5425,train
640,1,10419,train
640,2,6677,train
640,3,5993,train
640,4,2978,train
640,5,6860,train
640,6,677,train
640,7,10870,train
640,8,431,train
640,9,1517,train
640,10,3088,train
640,11,4101,train
640,12,11659,train
640,13,4514,val
640,14,5204,test
200,0,1168,train
200,1,9562,train
200,2,3564,train
200,3,2435,train
200,4,11523,train
200,5,6940,train
200,6,3561,train
200,7,7652,train
200,8,9646,train
200,9,6285,train
200,10,11260,train
200,11,8470,train
200,12,726,train
200,13,6500,train
200,14,4524,train
200,15,10972,train
200,16,921,train
200,17,8867,train
200,18,3650,train
200,19,3994,train
200,20,7259,train
200,21,6591,train
200,22,7355,train
200,23,2689,train
200,24,5688,train
200,25,600,train
200,26,11071,train
200,27,8577,train
200,28,2777,train
200,29,7987,train
200,30,4246,train
200,31,4710,train
200,32,10389,train
200,33,993,val
200,34,9902,test
813,0,8892,train
813,1,6618,train
813,2,2862,train
813,3,6167,train
813,4,10196,train
813,5,7689,train
813,6,388,train
813,7,6591,train
813,8,9986,train
813,9,10239,train
813,10,4848,train
813,11,9834,train
813,12,11930,train
813,13,4885,train
813,14,9406,train
813,15,5308,train
813,16,2498,train
813,17,9741,train
813,18,10256,train
813,19,9344,train
