step,train/loss_epoch,train/loss_step
99,,22.21117210388184
199,,20.815980911254883
299,,18.67691802978516
399,,18.389617919921875
499,,14.273128509521484
599,,14.777297973632812
699,,17.015899658203125
799,,15.508989334106444
899,,14.744404792785645
999,,13.627071380615234
1099,,13.550955772399902
1199,,12.204318046569824
1299,,10.085866928100586
1399,,14.233601570129396
1499,,14.21191692352295
1599,,12.165974617004396
1699,,9.610858917236328
1799,,9.691494941711426
1899,,11.965087890625
1999,,9.335738182067873
2099,,12.800518989562988
2199,,12.39897632598877
2299,,11.60429859161377
2399,,11.09650421142578
2499,,9.777634620666504
2599,,9.670533180236816
2699,,8.037092208862305
2799,,11.361297607421877
2899,,12.072816848754885
2999,,10.386309623718262
3099,,7.598036766052246
3199,,9.466854095458984
3299,,8.921483993530273
3399,,7.713686943054199
3499,,11.178168296813965
3599,,11.39230728149414
3699,,10.17563533782959
3799,,8.648396492004395
3899,,7.85332441329956
3999,,8.723260879516602
4099,,7.457584381103516
4199,,10.670676231384276
4299,,10.58208179473877
4399,,9.922698974609377
4499,,9.999969482421877
4599,,9.64765167236328
4699,,6.952354907989502
4799,,6.876043319702148
4899,,10.208580017089844
4999,,10.065324783325195
5099,,9.435245513916016
5199,,9.20472526550293
5299,,8.17802906036377
5399,,7.06048583984375
5499,,6.292272567749023
5599,,9.946557998657228
5699,,10.744175910949709
5799,,9.651134490966797
5899,,8.84107494354248
5999,,8.911205291748047
6099,,6.433905124664307
6199,,6.458436012268066
6299,,10.45286464691162
6399,,10.204191207885742
6499,,9.391125679016112
6599,,9.674450874328612
6699,,8.586881637573242
6799,,7.692377090454102
6899,,5.720240592956543
6999,,9.741820335388184
7099,,9.737876892089844
7199,,7.08089017868042
7299,,9.004535675048828
7399,,6.252996921539307
7499,,7.199833393096924
7599,,5.751227855682373
7699,,9.634720802307127
7799,,9.850340843200684
7899,,8.55193042755127
7999,,9.55554485321045
8099,,7.506614685058594
8199,,7.963946342468262
8299,,10.372102737426758
8399,,10.011712074279783
8499,,9.589289665222168
8599,,9.04011344909668
8699,,8.324501037597656
8799,,8.470559120178223
8899,,7.538509845733643
8999,,10.182597160339355
9099,,9.834657669067385
9199,,8.941497802734375
9299,,7.342885971069336
9399,,6.872998237609863
9499,,8.509774208068848
9599,,6.857730865478516
9699,,9.617348670959473
9799,,9.829118728637695
9899,,9.107874870300291
9999,,9.145286560058594
10099,,7.946538925170898
10199,,8.04054069519043
10299,,6.852666854858398
10399,,9.669276237487791
10499,,9.283835411071776
10599,,9.094022750854492
10699,,6.435128688812256
10799,,7.683045387268066
10899,,7.611682891845703
10999,,6.339517593383789
11099,,9.981255531311035
11199,,9.618517875671388
11299,,8.947863578796387
11399,,7.107334613800049
11499,,7.188033580780029
11599,,7.468334674835205
11699,,6.855945110321045
11799,,9.191110610961914
11899,,9.20427417755127
11999,,8.140803337097168
12099,,9.107528686523438
12199,,8.580078125
12299,,5.984539031982422
12399,,6.101200103759766
12499,,9.24700164794922
12599,,9.525875091552734
12699,,8.610051155090332
12799,,8.89403247833252
12899,,7.0824785232543945
12999,,6.546854972839356
13099,,5.895973205566406
13199,,9.270791053771973
13299,,9.670145988464355
13399,,8.770785331726074
13499,,8.01751708984375
13599,,7.614871501922607
13699,,5.771162986755371
13799,,5.703465461730957
13899,,9.3883056640625
13999,,9.082295417785645
14099,,8.517200469970703
14199,,8.889120101928711
14299,,7.876930236816406
14399,,7.063978672027588
14499,,5.1350507736206055
14599,,9.105080604553224
14699,,8.664355278015137
14799,,6.410733222961426
14899,,8.337519645690918
14999,,5.940234184265137
15099,,6.368789196014404
15199,,5.728779315948486
15299,,8.8685302734375
15399,,8.640047073364258
15499,,8.26890754699707
15599,,8.715150833129883
15699,,6.698144912719727
15799,,7.4894633293151855
15899,,9.58029556274414
15999,,8.62044620513916
16099,,8.727444648742676
16199,,7.774607181549072
16299,,6.907269477844238
16399,,7.402938842773437
16499,,6.121279716491699
16599,,9.228418350219728
16699,,8.759045600891113
16799,,8.396093368530273
16899,,6.6917901039123535
16999,,6.331347942352295
17099,,8.177203178405762
17199,,6.119112014770508
17299,,9.21137237548828
17399,,8.933551788330078
17499,,8.29025650024414
17599,,8.414290428161621
17699,,7.029736042022705
17799,,6.910181045532227
17899,,6.334898471832275
17999,,8.847244262695312
18099,,8.71777057647705
18199,,8.332951545715332
18299,,5.425641536712647
18399,,7.066632270812988
18499,,6.727530479431152
18599,,5.8695244789123535
18699,,9.17362117767334
18799,,8.74477481842041
18899,,8.324667930603027
18999,,6.533271789550781
19099,,7.329950332641602
19199,,6.713386535644531
19299,,5.826047420501709
19399,,9.000898361206055
19499,,8.373684883117676
19599,,7.485026836395264
19699,,8.347867965698242
19799,,7.856037139892578
19899,,5.577703952789307
19999,,5.632253170013428
20099,,8.694024085998535
20199,,8.284040451049805
20299,,7.854304313659668
20399,,7.52564811706543
20499,,6.375826358795166
20599,,5.961289882659912
20699,,5.441908836364746
20799,,8.725858688354492
20899,,8.55772590637207
20999,,8.048970222473145
21099,,7.2857561111450195
21199,,7.342098236083984
21299,,5.038037300109863
21399,,5.48024320602417
21499,,8.637897491455078
21599,,8.30620288848877
21699,,8.240547180175781
21799,,8.026483535766602
21899,,7.328572273254394
21999,,6.38586950302124
22099,,4.4173455238342285
22199,,8.523242950439453
22299,,8.074862480163574
22399,,5.974756717681885
22499,,7.534077167510986
22599,,5.367001056671143
22699,,6.1272292137146
22799,,5.80714225769043
22899,,8.284900665283203
22999,,8.00293254852295
23099,,8.596701622009277
23199,,8.007209777832031
23299,,6.5572614669799805
23399,,6.361409664154053
23499,,8.510843276977539
23599,,8.162409782409668
23699,,8.0137300491333
23799,,7.813320159912109
23899,,5.895183086395264
23999,,6.954956531524658
24099,,5.609719276428223
24199,,9.07031536102295
24299,,8.369470596313477
24399,,7.51849889755249
24499,,6.549948692321777
24599,,5.791163921356201
24699,,6.93147087097168
24799,,5.480580806732178
24899,,8.25320053100586
24999,,8.168739318847656
25099,,7.673337459564209
25199,,7.290332794189453
25299,,6.629141330718994
25399,,6.642226696014404
25499,,5.691054344177246
25599,,8.440980911254883
25699,,8.208000183105469
25799,,7.764270305633545
25899,,4.968920230865479
25999,,6.1963605880737305
26099,,6.269713878631592
26199,,5.583699703216553
26299,,8.496445655822754
26399,,8.058606147766113
26499,,7.515897750854492
26599,,6.513014316558838
26699,,6.597151279449463
26799,,5.521327972412109
26899,,5.524851322174072
26999,,8.477202415466309
27099,,8.202073097229004
27199,,7.682641983032227
27299,,7.314730167388916
27399,,7.467954635620117
27499,,5.028716564178467
27599,,5.016416549682617
27699,,8.2061185836792
27799,,7.633513927459717
27899,,7.403905868530273
27999,,6.91438627243042
28099,,6.02213716506958
28199,,5.534708023071289
28299,,4.75967264175415
28399,,7.880845546722412
28499,,8.437047004699707
28599,,7.694184303283691
28699,,7.345634460449219
28799,,6.734472274780273
28899,,4.60197114944458
28999,,4.8319621086120605
29099,,8.060853004455566
29199,,8.09300422668457
29299,,7.76920747756958
29399,,7.537525653839111
29499,,7.019124031066895
29599,,5.506182193756104
29699,,4.030994892120361
29799,,8.117725372314453
29899,,7.211535930633545
29999,,5.783499717712402
29999,8.315265655517578,
