step,train/loss_epoch,train/loss_step
99,,22.097076416015625
199,,20.50492286682129
299,,19.08089256286621
399,,18.044361114501957
499,,14.218076705932615
599,,13.871543884277344
699,,16.705806732177734
799,,16.17920684814453
899,,14.823325157165527
999,,13.948607444763184
1099,,12.615151405334473
1199,,12.31039333343506
1299,,9.934473991394045
1399,,14.201885223388672
1499,,14.028190612792969
1599,,12.328347206115724
1699,,9.5631103515625
1799,,9.968114852905272
1899,,11.27992820739746
1999,,9.143954277038574
2099,,12.364727973937988
2199,,11.982507705688477
2299,,11.363136291503906
2399,,10.568110466003418
2499,,9.742769241333008
2599,,9.44679832458496
2699,,8.5240478515625
2799,,11.624985694885254
2899,,11.158597946166992
2999,,10.235279083251951
3099,,7.838695049285889
3199,,9.068979263305664
3299,,9.242016792297363
3399,,7.295563220977783
3499,,11.83247184753418
3599,,10.74098300933838
3699,,10.388599395751951
3799,,8.278682708740234
3899,,8.070591926574707
3999,,8.51127815246582
4099,,7.337910652160644
4199,,11.190937042236328
4299,,10.46913719177246
4399,,8.9890718460083
4499,,10.077858924865724
4599,,9.463001251220703
4699,,6.935705184936523
4799,,7.178908348083496
4899,,10.671797752380373
4999,,10.109981536865234
5099,,8.955463409423828
5199,,9.159475326538086
5299,,8.297476768493652
5399,,7.530792236328125
5499,,6.628078460693359
5599,,10.109749794006348
5699,,10.390497207641602
5799,,9.508718490600586
5899,,8.864483833312988
5999,,8.743660926818848
6099,,6.76549243927002
6199,,6.30520486831665
6299,,9.836167335510254
6399,,9.827484130859377
6499,,9.34152889251709
6599,,9.77646541595459
6699,,9.219822883605955
6799,,7.729507923126221
6899,,5.147095203399658
6999,,9.517372131347656
7099,,9.183323860168455
7199,,7.237220287322998
7299,,8.864941596984863
7399,,6.287431716918945
7499,,7.452579021453857
7599,,5.592245101928711
7699,,9.605228424072266
7799,,9.665002822875977
7899,,9.196284294128418
7999,,9.200201034545898
8099,,7.280055522918701
8199,,7.923884868621826
8299,,9.903815269470217
8399,,8.921152114868164
8499,,9.689064025878906
8599,,9.33267307281494
8699,,8.405919075012207
8799,,8.753822326660156
8899,,6.752791404724121
8999,,10.29288387298584
9099,,10.009416580200195
9199,,9.134799003601074
9299,,7.175698280334473
9399,,6.552824020385742
9499,,8.501524925231934
9599,,6.866329669952393
9699,,10.235734939575195
9799,,9.517451286315918
9899,,9.258249282836914
9999,,8.984354019165039
10099,,7.615336418151855
10199,,8.345870018005371
10299,,6.95578145980835
10399,,9.784947395324709
10499,,10.082362174987791
10599,,9.302602767944336
10699,,6.822906970977783
10799,,7.690542697906494
10899,,7.644236087799072
10999,,6.409873008728027
11099,,10.09385871887207
11199,,9.565244674682615
11299,,9.044315338134766
11399,,7.48030948638916
11499,,7.467274665832519
11599,,7.511682033538818
11699,,6.323040962219238
11799,,9.954842567443848
11899,,9.283923149108888
11999,,8.540140151977539
12099,,9.097793579101562
12199,,8.995331764221191
12299,,6.317646503448486
12399,,6.546175479888916
12499,,9.692408561706545
12599,,9.164937019348145
12699,,8.770520210266113
12799,,8.667519569396973
12899,,7.005878448486328
12999,,6.556898593902588
13099,,5.977374076843262
13199,,9.750077247619627
13299,,9.79513931274414
13399,,9.203473091125488
13499,,8.038317680358887
13599,,8.53582763671875
13699,,6.283675193786621
13799,,5.834156036376953
13899,,9.258891105651855
13999,,9.358332633972168
14099,,9.111849784851074
14199,,8.545196533203125
14299,,8.053338050842285
14399,,6.650285243988037
14499,,5.192643165588379
14599,,9.317910194396973
14699,,8.803519248962402
14799,,6.457159519195557
14899,,8.142531394958496
14999,,6.118369102478027
15099,,6.930375099182129
15199,,6.339418411254883
15299,,9.023117065429688
15399,,9.7142333984375
15499,,8.668354988098145
15599,,8.476824760437012
15699,,6.71007251739502
15799,,6.856459617614746
15899,,9.748699188232422
15999,,9.21898365020752
16099,,8.746240615844727
16199,,8.253626823425293
16299,,7.452035903930664
16399,,8.412918090820312
16499,,6.6832804679870605
16599,,9.974308013916016
16699,,9.408194541931152
16799,,9.01247787475586
16899,,6.4879469871521
16999,,6.459477424621582
17099,,8.25754451751709
17199,,6.725770473480225
17299,,9.78501033782959
17399,,9.219887733459473
17499,,8.53681468963623
17599,,8.08012866973877
17699,,7.3761773109436035
17799,,7.38101863861084
17899,,6.5737738609313965
17999,,9.516204833984377
18099,,9.230111122131348
18199,,9.089271545410156
18299,,6.280364513397217
18399,,7.214264392852783
18499,,7.150245189666748
18599,,6.4130377769470215
18699,,9.718826293945312
18799,,9.573342323303224
18899,,8.876826286315918
18999,,7.493391513824463
19099,,7.467529773712158
19199,,7.141873836517334
19299,,6.325074195861816
19399,,9.126501083374023
19499,,9.188899040222168
19599,,7.886343479156494
19699,,9.041296005249023
19799,,8.50401496887207
19899,,5.897021293640137
19999,,5.621991157531738
20099,,9.2929048538208
20199,,9.375391960144045
20299,,7.910867691040039
20399,,8.170454978942871
20499,,6.85689115524292
20599,,6.092926502227783
20699,,5.905253410339356
20799,,9.34545612335205
20899,,9.137968063354492
20999,,8.171187400817871
21099,,8.235601425170898
21199,,7.908397674560547
21299,,5.599931716918945
21399,,5.45707368850708
21499,,9.270179748535156
21599,,8.8732328414917
21699,,8.807045936584473
21799,,8.579073905944824
21899,,8.39819049835205
21999,,6.851089477539063
22099,,4.704907417297363
22199,,8.997827529907227
22299,,8.75000286102295
22399,,6.2824225425720215
22499,,7.844746112823486
22599,,5.869077682495117
22699,,6.36702823638916
22799,,6.018827438354492
22899,,8.815145492553711
22999,,8.51963996887207
23099,,8.38843822479248
