epoch,step,test/loss,test/ndcg@10,test/ndcg@5,test/recall@10,test/recall@5,train/loss_epoch,train/loss_step,val/loss,val/ndcg@10,val/ndcg@5,val/recall@10,val/recall@5
0,99,,,,,,,22.339248657226562,,,,,
0,199,,,,,,,20.934280395507812,,,,,
0,299,,,,,,,19.96678352355957,,,,,
0,399,,,,,,,19.44983673095703,,,,,
0,499,,,,,,,15.3128662109375,,,,,
0,599,,,,,,,15.419270515441895,,,,,
0,699,,,,,,,18.072444915771484,,,,,
0,799,,,,,,,15.639097213745117,,,,,
0,899,,,,,,,15.14474868774414,,,,,
0,999,,,,,,,13.082387924194336,,,,,
0,999,,,,,,,,14.824843406677246,0.007029404863715172,0.005082564894109964,0.013124999590218067,0.0071875001303851604
0,1099,,,,,,,13.231003761291504,,,,,
0,1199,,,,,,,12.15372371673584,,,,,
0,1299,,,,,,,10.586540222167969,,,,,
0,1399,,,,,,,14.054643630981445,,,,,
0,1499,,,,,,,12.867162704467773,,,,,
0,1599,,,,,,,12.013813972473145,,,,,
0,1699,,,,,,,8.869468688964844,,,,,
0,1799,,,,,,,8.90654468536377,,,,,
0,1899,,,,,,,11.06544017791748,,,,,
0,1999,,,,,,,9.348581314086914,,,,,
0,1999,,,,,,,,12.497881889343262,0.011745798401534557,0.009698791429400444,0.021250000223517418,0.014999999664723873
0,2099,,,,,,,12.426143646240234,,,,,
0,2199,,,,,,,11.964983940124512,,,,,
0,2299,,,,,,,10.79626178741455,,,,,
0,2399,,,,,,,10.94395923614502,,,,,
0,2499,,,,,,,9.446025848388672,,,,,
0,2599,,,,,,,9.33284854888916,,,,,
0,2699,,,,,,,7.875317573547363,,,,,
0,2799,,,,,,,10.876118659973145,,,,,
0,2899,,,,,,,11.089933395385742,,,,,
0,2999,,,,,,,10.143306732177734,,,,,
0,2999,,,,,,,,10.723309516906738,0.0187868382781744,0.014349086210131645,0.035624999552965164,0.022187499329447746
0,3099,,,,,,,7.485824108123779,,,,,
0,3199,,,,,,,8.522043228149414,,,,,
0,3299,,,,,,,8.536619186401367,,,,,
0,3399,,,,,,,7.00611686706543,,,,,
0,3499,,,,,,,10.3759183883667,,,,,
0,3599,,,,,,,10.260045051574707,,,,,
0,3699,,,,,,,9.926140785217285,,,,,
0,3799,,,,,,,8.064197540283203,,,,,
0,3899,,,,,,,8.154986381530762,,,,,
0,3999,,,,,,,8.37246036529541,,,,,
0,3999,,,,,,,,9.929226875305176,0.022598017007112503,0.016629531979560852,0.043437499552965164,0.024687500670552254
0,4099,,,,,,,7.349968910217285,,,,,
0,4199,,,,,,,10.665968894958496,,,,,
0,4299,,,,,,,10.204172134399414,,,,,
0,4399,,,,,,,8.757965087890625,,,,,
0,4499,,,,,,,9.869013786315918,,,,,
0,4599,,,,,,,9.379176139831543,,,,,
0,4699,,,,,,,6.533926010131836,,,,,
0,4799,,,,,,,6.610736846923828,,,,,
0,4899,,,,,,,9.748783111572266,,,,,
0,4999,,,,,,,9.682905197143555,,,,,
0,4999,,,,,,,,9.347906112670898,0.03064529225230217,0.025883084163069725,0.053437501192092896,0.03843750059604645
0,5099,,,,,,,8.578763961791992,,,,,
0,5199,,,,,,,9.531767845153809,,,,,
0,5299,,,,,,,7.818265438079834,,,,,
0,5399,,,,,,,6.836479187011719,,,,,
0,5499,,,,,,,6.633485317230225,,,,,
0,5599,,,,,,,9.67261028289795,,,,,
0,5699,,,,,,,9.910237312316895,,,,,
0,5799,,,,,,,8.908266067504883,,,,,
0,5899,,,,,,,8.179810523986816,,,,,
0,5999,,,,,,,8.179344177246094,,,,,
0,5999,,,,,,,,8.861166000366211,0.041950784623622894,0.032932817935943604,0.07843749970197678,0.05062500014901161
0,6099,,,,,,,6.332029342651367,,,,,
0,6199,,,,,,,6.129141807556152,,,,,
0,6299,,,,,,,9.475815773010254,,,,,
0,6399,,,,,,,9.490154266357422,,,,,
0,6499,,,,,,,9.142714500427246,,,,,
0,6599,,,,,,,9.285194396972656,,,,,
0,6699,,,,,,,8.53616714477539,,,,,
0,6799,,,,,,,7.473902225494385,,,,,
0,6899,,,,,,,5.327730655670166,,,,,
0,6999,,,,,,,9.458226203918457,,,,,
0,6999,,,,,,,,7.666699409484863,0.09151695668697357,0.07760292291641235,0.1634524166584015,0.12045526504516602
0,7099,,,,,,,9.207274436950684,,,,,
0,7199,,,,,,,6.815783500671387,,,,,
0,7299,,,,,,,8.674493789672852,,,,,
0,7399,,,,,,,5.972179889678955,,,,,
0,7499,,,,,,,7.247473239898682,,,,,
0,7599,,,,,,,5.859580993652344,,,,,
0,7699,,,,,,,9.021246910095215,,,,,
0,7799,,,,,,,9.398679733276367,,,,,
0,7899,,,,,,,8.454120635986328,,,,,
0,7999,,,,,,,9.186935424804688,,,,,
0,7999,,,,,,,,9.742691993713379,0.014252625405788422,0.010579269379377365,0.028750000521540642,0.01718750037252903
0,8099,,,,,,,7.181099891662598,,,,,
0,8199,,,,,,,7.214395046234131,,,,,
0,8299,,,,,,,9.417778015136719,,,,,
0,8399,,,,,,,9.321867942810059,,,,,
0,8499,,,,,,,8.90299129486084,,,,,
0,8599,,,,,,,8.83841323852539,,,,,
0,8699,,,,,,,7.692816257476807,,,,,
0,8799,,,,,,,7.838746070861816,,,,,
0,8899,,,,,,,6.612585544586182,,,,,
0,8999,,,,,,,9.74111270904541,,,,,
0,8999,,,,,,,,10.072844505310059,0.022539326921105385,0.0170018021017313,0.042500000447034836,0.025312500074505806
0,9099,,,,,,,9.14820671081543,,,,,
0,9199,,,,,,,8.62617015838623,,,,,
0,9299,,,,,,,7.036737442016602,,,,,
0,9399,,,,,,,6.311324119567871,,,,,
0,9499,,,,,,,8.112435340881348,,,,,
0,9599,,,,,,,6.241444110870361,,,,,
0,9699,,,,,,,9.520923614501953,,,,,
0,9799,,,,,,,9.061315536499023,,,,,
0,9899,,,,,,,8.6371431350708,,,,,
0,9999,,,,,,,8.187804222106934,,,,,
0,9999,,,,,,,,9.468131065368652,0.028608739376068115,0.023163139820098877,0.05312500149011612,0.03656249865889549
0,10099,,,,,,,7.366331577301025,,,,,
0,10199,,,,,,,7.131847381591797,,,,,
0,10299,,,,,,,6.363839149475098,,,,,
0,10399,,,,,,,9.183143615722656,,,,,
0,10499,,,,,,,9.127084732055664,,,,,
0,10599,,,,,,,8.499191284179688,,,,,
0,10699,,,,,,,6.066557884216309,,,,,
0,10799,,,,,,,7.309525012969971,,,,,
0,10899,,,,,,,7.160453796386719,,,,,
0,10999,,,,,,,6.214254856109619,,,,,
0,10999,,,,,,,,9.395341873168945,0.0333627425134182,0.026791853830218315,0.059062499552965164,0.03843750059604645
0,11099,,,,,,,9.153228759765625,,,,,
0,11199,,,,,,,8.954160690307617,,,,,
0,11299,,,,,,,8.172797203063965,,,,,
0,11399,,,,,,,7.305939674377441,,,,,
0,11499,,,,,,,6.636241436004639,,,,,
0,11599,,,,,,,7.191302299499512,,,,,
0,11699,,,,,,,5.9166178703308105,,,,,
0,11799,,,,,,,9.099865913391113,,,,,
0,11899,,,,,,,8.767738342285156,,,,,
0,11999,,,,,,,7.725107669830322,,,,,
0,11999,,,,,,,,8.909555435180664,0.0434940829873085,0.03523049131035805,0.0793749988079071,0.05375000089406967
0,12099,,,,,,,8.378473281860352,,,,,
0,12199,,,,,,,8.297707557678223,,,,,
0,12299,,,,,,,5.903724670410156,,,,,
0,12399,,,,,,,5.772475242614746,,,,,
0,12499,,,,,,,8.76416301727295,,,,,
0,12599,,,,,,,8.596109390258789,,,,,
0,12699,,,,,,,7.7339558601379395,,,,,
0,12799,,,,,,,7.885706424713135,,,,,
0,12899,,,,,,,6.836491107940674,,,,,
0,12999,,,,,,,6.298191547393799,,,,,
0,12999,,,,,,,,8.734415054321289,0.058866653591394424,0.04988483339548111,0.10093750059604645,0.07312499731779099
0,13099,,,,,,,5.278640270233154,,,,,
0,13199,,,,,,,8.793947219848633,,,,,
0,13299,,,,,,,8.642280578613281,,,,,
