epoch,step,train/first_centroids_norm_epoch,train/first_centroids_norm_step,train/first_residuals_norm_ratio_epoch,train/first_residuals_norm_ratio_step,train/frac_unique_ids_epoch,train/frac_unique_ids_step,train/last_centroids_norm_epoch,train/last_centroids_norm_step,train/last_residuals_norm_ratio_epoch,train/last_residuals_norm_ratio_step,train/layer_0/frac_layer_coverages_epoch,train/layer_0/frac_layer_coverages_step,train/layer_0/id_entropy_epoch,train/layer_0/id_entropy_step,train/layer_1/frac_layer_coverages_epoch,train/layer_1/frac_layer_coverages_step,train/layer_1/id_entropy_epoch,train/layer_1/id_entropy_step,train/layer_2/frac_layer_coverages_epoch,train/layer_2/frac_layer_coverages_step,train/layer_2/id_entropy_epoch,train/layer_2/id_entropy_step,train/loss_epoch,train/loss_step,train/mse_epoch,train/mse_step,train/quantization_loss_epoch,train/quantization_loss_step,train/reconstruction_loss_epoch,train/reconstruction_loss_step
0,9,,16.0,,0.39939191937446594,,0.11083984375,,0.0,,0.7352609634399414,,0.88671875,,4.968916893005371,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.9543490409851074,,0.00048828122089616954,,0.9543490409851074,,0.0
0,19,,14.82072639465332,,0.29767075181007385,,0.09912109375,,0.0,,0.7416003346443176,,0.79296875,,4.912189483642578,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.4970094561576843,,0.0004882813082076609,,0.4970094561576843,,0.0
0,29,,14.823087692260742,,0.3049306571483612,,0.08740234375,,0.0,,0.7243354320526123,,0.69921875,,4.757085800170898,,0.00390625,,1.1920930376163597e-07,,0.00390625,,1.1920930376163597e-07,,0.21168537437915802,,0.0004882813082076609,,0.21168537437915802,,0.0
0,39,,14.825369834899902,,0.3050244450569153,,0.76220703125,,0.0,,0.7232320308685303,,0.7109375,,4.762749195098877,,0.98046875,,5.29428243637085,,0.00390625,,1.1920930376163597e-07,,9.37744140625,,0.00048828122089616954,,9.37744140625,,0.0
0,49,,14.825369834899902,,0.299410343170166,,0.78955078125,,0.0,,0.732689380645752,,0.80078125,,4.971761703491211,,0.75390625,,4.929742336273193,,0.00390625,,1.1920930376163597e-07,,1.6288652420043945,,0.00048828122089616954,,1.6288652420043945,,0.0
0,59,,14.825369834899902,,0.2976970374584198,,0.84228515625,,0.0,,0.7385405898094177,,0.828125,,5.028949737548828,,0.69140625,,4.8437275886535645,,0.00390625,,1.1920930376163597e-07,,0.8436427116394043,,0.00048828122089616954,,0.8436427116394043,,0.0
0,69,,14.825369834899902,,0.29809486865997314,,0.9755859375,,16.0,,0.9316099286079407,,0.8203125,,5.014239311218262,,0.70703125,,4.882684707641602,,0.97265625,,5.335078716278076,,7.74183464050293,,0.0007805497734807432,,7.74183464050293,,0.0
0,79,,14.825369834899902,,0.3131614029407501,,0.91796875,,7.968470573425293,,0.6956608891487122,,0.71875,,4.6784491539001465,,0.90234375,,5.123160362243652,,0.7421875,,4.7800092697143555,,2.1878325939178467,,0.00044105498818680644,,2.1878325939178467,,0.0
0,89,,14.825369834899902,,0.3032969534397125,,0.9140625,,8.043667793273926,,0.6962285041809082,,0.74609375,,4.944609642028809,,0.765625,,4.963517665863037,,0.609375,,4.6867265701293945,,2.547347068786621,,0.0004414055438246578,,2.547347068786621,,0.0
0,95,12.926499366760254,,0.3433941900730133,,0.5383463501930237,,2.1341426372528076,,0.7514327764511108,,0.7315104007720947,,4.558444499969482,,0.49270832538604736,,3.0186285972595215,,0.22317709028720856,,1.3399611711502075,,15.528254508972168,,0.000515198742505163,,15.528254508972168,,0.0,
